"appid","pid","product_code","product_name_ro","pid_category","size_length","size_width","size_thickness","size_diameter","size_height","size_alloy","size_type","um1","um2","um1_to_um2","product_name_en","um_base","is_active","additional_info","cu_debitare","aliaj","densitate","size_roll_weight"
"4248","4663","24100050030600061500","TEAVA RECTANG. ALU 100x50x3x6000 MM 6060  T6","{32}","6000","100","3.00",,"50","EN AW 6060 T6","","KG","ML","2.332800","ALU RECT. TUBES 100X50X3X6000 MM 6060 T6","KG","y",,"n",,,
"4249","4664","12060500150030006360","TABLA ALUMINIU 6082 T651  5X1500X3000 MM","{19}","3000","1500","5.00",,,"EN AW 6082 T6","","KG","BUC","60.750000","AL. SHEETS 6082  5X1500X3000 MM","KG","y",,"n",,,
"4250","4665","12050300100020001300","TABLA  ALUMINIU 5754  H111 3X1000X2000 MM","{19}","2000","1000","3.00",,,"EN AW 5754 H111","","KG","BUC","15.960000","AL. SHEETS 5754 H111  3,0X1000X2000 MM","KG","y",,"n",,,
"4251","4666","12010200125025001540","TABLA ALUMINIU 1050 H24  2x1250x2500 MM","{19}","2500","1250","2.00",,,"EN AW 1050 H24","","KG","BUC","16.875000","AL. SHEETS 1050 H24 2X1250X2500 MM","KG","y",,"n",,,
"4252","4667","120PP575402017402040","TABLA ALUMINIU DE PRECIZIE 5754 20 MM","{25}",,,"20.00",,,"5754","","KG","BUC","1.000000","PREC. MACH. CAST AL PLATE 5754 20 MM","KG","y",,"y","PP5754",,
"4253","4668","12050200150030001300","TABLA  ALUMINIU 5754 H111  2X1500X3000 MM","{19}","3000","1500","2.00",,,"EN AW 5754 H111","","KG","BUC","23.940000","AL. SHEETS 5754 H111 2X1500X3000 MM","KG","y",,"n",,,
"4254","4669","1270750502F152030200","TABLA  ALUMINIU 7075  T651 50 MM","{27}",,,"50.00",,,"EN AW 7075 T651","","KG","BUC","1.000000","ALU PLATES 7075 T651 50X1520X3020 MM ","KG","y",,"y","7075",,
"4258","4673","12910300150030001560","TABLA  AL STRIATA1050 H244 3x1500x3000 MM","{22}","3000","1500","3.00",,,"EN AW 1050 H244","","KG","BUC","40.000000","AL. TREAD SHEETS 1050 H244 3X1500X3000 MM","KG","y",,"n",,,
"4259","4674","1250830122F152030200","TABLA ALUMINIU 5083 H111  12 MM","{27}",,,"12.00",,,"EN AW 5083 H111","","KG","BUC","1.000000","AL. SHEETS 5083 H111 12X1520X3020 MM 2 SIDE PROT.FOIL","KG","y",,"y","5083",,
"4260","4675","42102001000200000340","TABLA CUPRU CU-DHP R240 1/2 T 2X1000X2000 MM","{67}","2000","1000","2.00",,,"CU-DHP R240","","KG","BUC","35.760000","COPPER SHEETS CU-DHP R240 2.0X1000X2000 MM","KG","y",,"n",,,
"4261","4676","12010050100020001540","TABLA ALUMINIU 1050 H24  0.5X1000X2000 MM","{19}","2000","1000","0.50",,,"EN AW 1050 H24","","KG","BUC","2.700000","AL. SHEETS 1050 H24 0,5X1000X2000 MM","KG","y",,"n",,,
"4262","4677","1220170252F152030200","TABLA ALUMINIU 2017A T451  25 MM","{27}",,,"25.00",,,"EN AW 2017A T451","","KG","BUC","1.000000","ALU PLATES 25X1520X3020 MM 2017A","KG","y",,"y","2017",,
"4263","4678","21050050020600061500","CORNIER ALU 50X50X2X6000 MM 6060  T6","{29}","6000","50","2.00",,"50","EN AW 6060 T6","","KG","ML","0.529200","ALU L PROFILES 50X50X2X6000 MM 6060 T6","KG","y",,"n",,,
"4264","4679","21060030020600061500","CORNIER ALU 60X30X2X6000 MM 6060  T6","{29}","6000","60","2.00",,"30","EN AW 6060 T6","","KG","ML","0.475200","ALU L PROFILES 60X30X2X6000 MM6060T6","KG","y",,"n",,,
"4265","4680","1260820302F152030200","TABLA  ALUMINIU 6082 T651  30 MM","{27}",,,"30.00",,,"EN AW 6082 T651","","KG","BUC","1.000000","AL. PLATES 6082 T651 30X1520X3020 MM ","KG","y",,"y","6082",,
"4266","4681","24040040030600061500","TEAVA PATRATA ALU 40x40x3x6000 MM 6060  T6","{33}","6000","40","3.00",,,"EN AW 6060 T6","","KG","ML","1.198800","ALU SQUARE TUBES 40X40X3X6000 MM 500-3297 6060 T6","KG","y",,"n",,,
"4268","4683","12010150125025001540","TABLA ALUMINIU 1050 H24  1.5x1250x2500  MM","{19}","2500","1250","1.50",,,"EN AW 1050 H24","","KG","BUC","12.656300","AL. SHEETS 1050 H24 1,5X1250X2500 MM","KG","y",,"n",,,
"4270","4685","1250830402F152030200","TABLA ALUMINIU 5083 H111  40 MM","{27}",,,"40.00",,,"EN AW 5083 H111","","KG","BUC","1.000000","ALU PLATES 5083 H111 40X1520X3020 MM ","KG","y",,"y","5083",,
"4271","4686","12608202000152030200","TABLA  ALUMINIU 6082 T651  20 MM","{27}",,,"20.00",,,"EN AW 6082 T651","","KG","BUC","1.000000","ALU PLATES 6082 20X15205x3020 MM BOTH SIDE PROT.FOIL","KG","y",,"y","6082",,
"4272","4687","120PP702102015703048","TABLA ALUMINIU DE PRECIZIE 7021 20 MM","{25}",,,"20.00",,,"7021","","KG","BUC","1.000000","PREC. MACH. CAST AL PLATE 7021 20 MM","KG","y",,"y","PP7021",,
"4274","4689","42101501000200000240","TABLA CUPRU CU-DHP R240 1/2 T 1.5X1000X2000 MM","{67}","2000","1000","1.50",,,"CU-DHP R240","","KG","BUC","26.820000","COPPER SHEETS CU-DHP R240 1.5X1000X2000 MM","KG","y",,"n",,,
"4275","4690","48003040000003002140","BARA BRONZ D304 MM  CUSN12-C-GC","{7}","3000",,,"304",,"CUSN12","","KG","ML","645.664400","BRONZE BARS 304X3000 MM CUSN12 C-GC","KG","y",,"y",,,
"4276","4691","1250830152F152030200","TABLA ALUMINIU 5083 H111  15 MM","{27}",,,"15.00",,,"EN AW 5083 H111","","KG","BUC","1.000000","ALU PLATES 5083H111 15X1520X3020 MM BOTH SIDE PROT.FOIL","KG","y",,"y","5083",,
"4278","4693","120PP50830501540304G","TABLA ALUMINIU DE PRECIZIE 5083 50 MM","{25}",,,"50.00",,,"5083","","KG","BUC","1.000000","PREC. MACH. CAST AL PLATE 5083 50 MM","KG","y",,"y","PP5083",,
"4279","4694","24050030020600061500","TEAVA RECTANG. ALU 50X30x2x6000 MM 6060  T6","{32}","6000","50","2.00",,"30","EN AW 6060 T6","","KG","ML","0.820800","ALU RECT. TUBES 50X30X2X6000 MM 6060 T6","KG","y",,"n",,,
"4280","4695","120PP50830301540304G","TABLA ALUMINIU DE PRECIZIE 5083 30 MM","{25}",,,"30.00",,,"5083","","KG","BUC","1.000000","PREC. MACH. CAST AL PLATE 5083 30 MM","KG","y",,"y","PP5083",,
"4273","4688","11010801000500105540","BANDA  AL 1050 H24 0.8X1000 MM  ~500 KG","{18}",,"1000","0.80",,,"EN AW 1050 H24","","KG","M2","2.170000","AL. COILS 1050 H24 0,8X1000 MM 500KG","KG","y",,"n",,,"100"
"4282","4697","37000201004003000240","BARA LATA ALAMA 20X10X3000 MM CUZN39PB3","{60}","3000","20","10.00",,,"CUZN39PB3","","KG","ML","1.692000","BRASS FLAT BARS 20X10X3000 MM CUZN39PB3","KG","y",,"n",,,
"4283","4698","24015015015600061500","TEAVA PATRATA ALU 15x15x1.5x6000 MM 6060  T6","{33}","6000","15","1.50",,,"EN AW 6060 T6","","KG","ML","0.218700","ALU SQUARE TUBES 15X15X1,5X6000 MM 6060 T6","KG","y",,"n",,,
"4284","4699","25020001506000061500","TEAVA ALU D 20X1.5X6000 MM 6060 T6","{34}","6000",,"1.50","20",,"EN AW 6060 T6","","KG","ML","0.235300","ALU ROUND TUBES 20X1.5X6000 MM 6060 T6","KG","y",,"n",,,
"4286","4701","1250830752F152030200","TABLA ALUMINIU 5083 H111  75 MM","{27}",,,"75.00",,,"EN AW 5083 H111","","KG","BUC","1.000000","ALU PLATES 5083 H111 75X1520X3020 MM","KG","y",,"y","5083",,
"4287","4702","12010300150030001540","TABLA ALUMINIU 1050 H24  3x1500x3000 MM","{19}","3000","1500","3.00",,,"EN AW 1050 H24","","KG","BUC","36.450000","AL. SHEETS 1050 H24 3,0X1500X3000 MM","KG","y",,"n",,,
"4288","4703","21030030030600061500","CORNIER ALU  30X30X3X6000 MM 6060  T6","{29}","6000","30","3.00",,"30","EN AW 6060 T6","","KG","ML","0.461700","ALU L PROFILES 30X30X3X6000 MM 6060 T6","KG","y",,"n",,,
"4289","4704","46000400003003000440","BARA PATRATA CUPRU 40X40X4000 MM CU-ETP R250","{10}","4000","40",,,,"CU-ETP R250","","KG","ML","14.304000","COPPER SQUARE BARS CU-ETP R250 40X40X4000 MM","KG","y",,"n",,,
"4290","4705","120PP508300515203020","TABLA ALUMINIU DE PRECIZIE  5083 5 MM","{25}",,,"5.00",,,"5083","","KG","BUC","1.000000","PREC. MACH. CAST AL PLATE 5083 5 MM","KG","y",,"y","PP5083",,
"4291","4706","22030030020600061500","PROFIL ALU T 30X30X2X6000 MM 6060  T6","{30}","6000","30","2.00",,"30","EN AW 6060 T6","","KG","ML","0.313200","ALU T PROFILES 30X30X2X6000 MM 6060 T6","KG","y",,"n",,,
"4292","4707","25020002006000061500","TEAVA ALU D 20X2X6000 MM  6060 T6","{34}","6000",,"2.00","20",,"EN AW 6060 T6","","KG","ML","0.305200","ALU ROUND TUBES 20X2X6000 MM 6060 T6","KG","y",,"n",,,
"4294","4709","21030020020600061500","CORNIER ALU 30X20X2X6000 MM 6060 T6","{29}","6000","30","2.00",,"20","EN AW 6060 T6","","KG","ML","0.259200","ALU L PROFILES 30X20X2X6000 MM 6060 T6","KG","y",,"n",,,
"4295","4710","46000300004004000440","BARA PATRATA CUPRU 30X30X4000 MM CU-ETP R250","{10}","4000","30",,,,"CU-ETP R250","","KG","ML","8.046000","COPPER SQUARE BARS 30X30X4000 MM CU-ETP R250","KG","y",,"n",,,
"4296","4711","1250830602F152030200","TABLA ALUMINIU 5083 H111  60 MM","{27}",,,"60.00",,,"EN AW 5083 H111","","KG","BUC","1.000000","ALU PLATES 5083 H111 60X1520X3020 MM","KG","y",,"y","5083",,
"4297","4712","1250830802F152030200","TABLA ALUMINIU 5083 H111  80 MM","{27}",,,"80.00",,,"EN AW 5083 H111","","KG","BUC","1.000000","ALU PLATES 5083 H111 80X1520X3020 MM","KG","y",,"y","5083",,
"4298","4713","21050030030600061500","CORNIER ALU 50X30X3X6000 MM 6060  T6","{29}","6000","50","3.00",,"30","EN AW 6060 T6","","KG","ML","0.623700","ALU L PROFILES 50X30X3X6000 MM 6060 T6","KG","y",,"n",,,
"4299","4714","12508310000152030200","TABLA ALUMINIU 5083 H111  100 MM","{27}",,,"100.00",,,"EN AW 5083 H111","","KG","BUC","1.000000","AL. SHEETS 5083 H111 100X1520X3020 MM","KG","y",,"y","5083",,
"4300","4715","24100100040600061500","TEAVA PATRATA ALU 100x100x4x6000 MM 6060  T6","{33}","6000","100","4.00",,,"EN AW 6060 T6","","KG","ML","4.147200","ALU SQUARE TUBES 100X100X4X6000 MM 6060 T6","KG","y",,"n",,,
"4302","4717","12010040100020001540","TABLA ALUMINIU 1050 H24 0.4X1000X2000 MM","{19}","2000","1000","0.40",,,"EN AW 1050 H24","","KG","BUC","2.160000","AL. SHEETS 1050 H24 0,4X1000X2000 MM","KG","y",,"n",,,
"4303","4718","12910150150030001560","TABLA AL STRIATA 1050 H244 1.5x1500x3000 MM","{22}","3000","1500","1.50",,,"EN AW 1050 H244","","KG","BUC","21.000000","AL. TREAD SHEETS QUINTETT 1050 H244 1.5X1500X3000 MM","KG","y",,"n",,,
"4304","4719","1260820182F102020200","TABLA  ALUMINIU 6082 T651  18 MM","{27}",,,"18.00",,,"EN AW 6082 T651","","KG","BUC","1.000000","ALU PLATES 6082 18X1020X2020 MM BOTH SIDE PROT.FOIL","KG","y",,"y","6082",,
"4305","4720","12606102700152030200","TABLA ALUMINIU 6061 T651 27 MM","{27}",,,"27.00",,,"EN AW 6061 T651","","KG","BUC","1.000000","AL. PLATES 27X1520X3020 MM 6061 T651 ","KG","y",,"y","6061",,
"4306","4721","120PP702107015203020","TABLA ALUMINIU DE PRECIZIE 7021 70 MM","{25}",,,"70.00",,,"7021","","KG","BUC","1.000000","PREC. MACH. CAST AL PLATE 7021 70 MM","KG","y",,"y","PP7021",,
"4307","4722","12910300125025001560","TABLA AL STRIATA 1050 H244 3x1250x2500 MM","{22}","2500","1250","3.00",,,"EN AW 1050 H244","","KG","BUC","27.200000","AL. TREAD SHEETS QUINTETT 1050 H244 3X1250X2500 MM","KG","y",,"n",,,
"4310","4725","1270750252F152030200","TABLA  ALUMINIU 7075  T651 25 MM","{27}",,,"25.00",,,"EN AW 7075 T651","","KG","BUC","1.000000","ALU PLATES 7075 T651 25X1520X3020 MM ","KG","y",,"y","7075",,
"4311","4726","24060030020600061500","TEAVA RECTANG. ALU 60x30x2x6000 MM 6060  T6","{32}","6000","60","2.00",,"30","EN AW 6060 T6","","KG","ML","0.928800","ALU RECT. TUBES 60X30X2X6000 MM 6060 T6","KG","y",,"n",,,
"4312","4727","12910200125025001560","TABLA AL STRIATA 1050 H244 2x1250x2500 MM","{22}","2500","1250","2.00",,,"EN AW 1050 H244","","KG","BUC","18.900000","AL. TREAD SHEETS QUINTETT 1050 H244 2X1250X2500 MM","KG","y",,"n",,,
"4313","4728","47000400050040001140","BARA LATA CUPRU CU-ETP 1/2 T 40X5X4000 MM R=1","{12}","4000","40","5.00",,,"CU-ETP R250","","KG","ML","1.788000","COPPER FLAT BARS 40X5X4000 MM CU-ETP R250","KG","y",,"n",,,
"4314","4729","36000090006003000240","BARA HEXAG ALAMA 9X3000 MM CUZN39PB3 R430","{58}","3000",,,,"9","CUZN39PB3 R430","","KG","ML","0.593400","BRASS HEXAG BARS CUZN39PB3 R500 9X3000 MM","KG","y",,"n",,,
"4317","4732","42108001000200000440","TABLA CUPRU CU-ETP R240 1/2 T8X1000X2000 MM","{67}","2000","1000","8.00",,,"CU-ETP R240","","KG","BUC","143.040000","COPPER PLATE CU-ETP R240 8X1000X2000 MM","KG","y",,"n",,,
"4319","4734","120PP50830121540304G","TABLA ALUMINIU DE PRECIZIE 5083 12 MM","{25}",,,"12.00",,,"5083","","KG","BUC","1.000000","PREC. MACH. CAST AL PLATE 5083 12 MM","KG","y",,"y","PP5083",,
"4285","4700","26110000003000023500","BARA ALU D 110X3000 MM 2007 T4","{36}","3000",,,"110",,"EN AW 2007 T4","","KG","ML","27.070700","ALU ROUND BARS 110X3000 MM 2007 T4","KG","y",,"y",,"2.7000",
"25662","4708","1270750152F15203020G","TABLA  ALUMINIU 7075  T651 FREZAT+FOLIAT 15 MM","{25}",,,"15.00",,,"7075","","KG","BUC","1.000000","AL PLATES PREC MACH 7075 T651 15X1520X3020 MM","KG","y",,"y","7075F",,
"4320","4735","24050030030600061500","TEAVA RECTANG. ALU 50X30X3X6000 MM 6060  T6","{32}","6000","50","3.00",,"30","EN AW 6060 T6","","KG","ML","1.198800","ALU RECT. TUBES 50X30X3X6000 MM 6060 T6","KG","y",,"n",,,
"4321","4736","24080040030600061500","TEAVA RECTANG. ALU 80x40x3x6000 MM 6060  T6","{32}","6000","80","3.00",,"40","EN AW 6060 T6","","KG","ML","1.846800","ALU RECT. TUBES 80X40X3X6000 MM 6060 T6","KG","y",,"n",,,
"4324","4739","32200401000200000140","TABLA ALAMA CUZN37 R350 0.4X1000X2000 MM","{54}","2000","1000","0.40",,,"CUZN37 R350","","KG","BUC","6.776000","BRASS SHEETS CUZN37 R350 0.4X1000X2000 MM","KG","y",,"n",,,
"4325","4740","12910150125025001560","TABLA AL STRIATA 1050 H244 1.5x1250x2500 MM","{22}","2500","1250","1.50",,,"EN AW 1050 H244","","KG","BUC","15.000000","AL. TREAD SHEETS QUINTETT 1050 H244 1.5X1250X2500 MM","KG","y",,"n",,,
"4327","4742","48000510000003002040","BARA BRONZ D51X3000 MM CUSN7ZN4PB7-C-GC","{7}","3000",,,"51",,"CUSN7ZN4PB7-C-GC","","KG","ML","18.171900","BRONZE ROUND BARS D51X3000 MM CUSN7ZN4PB7-C","KG","y",,"y",,,
"4332","4747","24100050020600061500","TEAVA RECTANG. ALU 100X50X2X6000 MM 6060  T6","{32}","6000","100","2.00",,"50","EN AW 6060 T6","","KG","ML","1.576800","ALU RECT. TUBES 100X50X2X6000 MM 6060 T6","KG","y",,"n",,,
"4333","4748","12910300100020001560","TABLA  AL STRIATA 1050 H244 3x1000x2000 MM","{22}","2000","1000","3.00",,,"EN AW 1050 H244","","KG","BUC","17.600000","AL. TREAD SHEETS QUINTETT 1050 H244 3X1000X2000 MM","KG","y",,"n",,,
"4334","4749","12050300150030001320","TABLA ALUMINIU 5754  H22  3x1500x3000 MM","{19}","3000","1500","3.00",,,"EN AW 5754 H22","","KG","BUC","35.910000","AL. SHEETS 5754 H22 3,0X1500X3000 MM","KG","y",,"n",,,
"4338","4753","12950300125025001300","TABLA AL STRIATA 5754  H114 3x1250x2500 MM","{22}","2500","1250","3.00",,,"EN AW 5754 H114","","KG","BUC","27.200000","AL. TREAD SHEETS QUINTETT 5457 H114 3X1250X2500 MM","KG","y",,"n",,,
"4341","4756","12950300100020001300","TABLA AL STRIATA 5754 H114 3X1000X2000 MM","{22}","2000","1000","3.00",,,"EN AW 5754 H114","","KG","BUC","17.200000","AL. TREAD SHEETS QUINTETT 5754 H114 3X1000X2000 MM","KG","y",,"n",,,
"4342","4757","12010400150030001540","TABLA ALUMINIU 1050 H24  4x1500x3000 MM","{19}","3000","1500","4.00",,,"EN AW 1050 H24","","KG","BUC","48.600000","AL. SHEETS 1050 H24 4,0X1500X3000 MM","KG","y",,"n",,,
"4344","4759","48001220000003002140","BARA BRONZ D122X3000 MM CUSN12","{7}","3000",,,"122",,"CUSN12","","KG","ML","103.987100","BRONZE ROUND BARS D122X3000 MM CUSN12-C-GC","KG","y",,"y",,,
"4345","4760","42102501000200000440","TABLA CUPRU CU-ETP R240 1/2 T 2.5X1000X2000 MM","{67}","2000","1000","2.50",,,"CU-ETP R240","","KG","BUC","44.700000","COPPER SHEETS CU-ETP R240 2.5X1000X2000 MM","KG","y",,"n",,,
"4346","4761","46000500000003000440","BARA CUPRU D50X3000 MM CU-ETP R250","{8}","3000",,,"50",,"CU-ETP R250","","KG","ML","17.544800","COPPER ROUND BARS CU-ETP R250 D50X3000 MM","KG","y",,"y",,,
"4347","4762","48000410000003002140","BARA BRONZ D41X3000 MM CUSN12","{7}","3000",,,"41",,"CUSN12","","KG","ML","11.744300","BRONZE ROUND BARS D41X3000 MM CUSN12-C","KG","y",,"y",,,
"4348","4763","12050100100020001300","TABLA ALUMINIU 5754 H111 1X1000X2000 MM","{19}","2000","1000","1.00",,,"EN AW 5754 H111","","KG","BUC","5.320000","AL SHEETS 5754 H111 1X1000X2000 MM","KG","y",,"n",,,
"4349","4764","12950500100020001300","TABLA AL STRIATA 5754  H114 5x1000x2000 MM","{22}","2000","1000","5.00",,,"EN AW 5754 H114","","KG","BUC","28.000000","AL. TREAD SHEETS QUINTETT 5754 H114 5X1000X2000 MM","KG","y",,"n",,,
"4350","4765","23040040020600061500","PROFIL ALU U 40X40X40X2X6000 MM 6060  T6","{31}","6000","40","2.00",,"40","EN AW 6060 T6","","KG","ML","0.626400","ALU  U PROFILES 40X40X40X2X6000 MM 6060 T6","KG","y",,"n",,,
"4351","4766","12050100150030001320","TABLA ALUMINIU 5754  H22 1x1500x3000 MM","{19}","3000","1500","1.00",,,"EN AW 5754 H22","","KG","BUC","11.970000","AL. SHEETS 5754 H22 1,0X1500X3000 MM","KG","y",,"n",,,
"4352","4767","36000500004003000240","BARA PATRATA ALAMA  50X50X3000 MM CUZN39PB3 R360","{59}","3000","50",,,,"CUZN39PB3 R360","","KG","ML","21.150000","BRASS SQUARE BARS 50X50X3000 MM CUZN39PB3 R360 ","KG","y",,"n",,,
"4354","4769","24040030020600061500","TEAVA RECTANG. ALU 40x30x2x6000 MM 6060  T6","{32}","6000","40","2.00",,"30","EN AW 6060 T6","","KG","ML","0.712800","ALU RECT. TUBES 40X30X2X6000 MM 6060 T6","KG","y",,"n",,,
"4355","4770","12050400150030001320","TABLA ALUMINIU 5754 H22 4X1500X3000 MM","{19}","3000","1500","4.00",,,"EN AW 5754 H22","","KG","BUC","47.880000","AL. SHEETS 5754 H22 4,0X1500X3000 MM","KG","y",,"n",,,
"4356","4771","12050400150030001300","TABLA ALUMINIU 5754 H111 4x1500x3000 MM","{19}","3000","1500","4.00",,,"EN AW 5754 H111","","KG","BUC","47.880000","ALU SHEETS 4X1500X3000 MM 5754 H111","KG","y",,"n",,,
"4322","4737","26060000403000063600","BARA PATRATA ALU 60X60X3000 MM 6082 T6","{38}","3000","60",,,,"EN AW 6082 T6","","KG","ML","9.720000","ALU SQUARE BARS 60X60X3000 MM 6082 T6","KG","y",,"n",,"2.7000",
"4343","4758","36000230000003000240","BARA ALAMA D23X3000MM CUZN39PB3 R430","{56}","3000",,,"23",,"CUZN39PB3 R430","","KG",,"1.000000","BRASS ROUND BARS D23X3000 MM CUZN39PB3 R430 ","KG","y",,"y",,,
"4336","4751","11011001000500105540","BANDA AL 1050 H24 1X1000 MM  ~500 KG","{18}",,"1000","1.00",,,"EN AW 1050 H24","","KG","M2","2.710000","AL. COILS 1050 H24 1,0X1000 MM 500KG","KG","y",,"n",,,"500"
"4328","4743","18110055010000000000","BANDA TITAN-ZINC ELZINC NATURAL 0.55x1000 MM 30 ML/RULOU","{70}",,"1000","0.55",,,"","NATURAL","KG","M2","3.960000","TITAN-ZINC COILS 0.55X1000 MM NATURAL 30 M/COIL","KG","y","30","n",,"3.2000",
"4329","4744","18110060100000000000","BANDA TITAN-ZINC ELZINC NATURAL 0.60X1000 MM  20ML/RULOU","{70}",,"1000","0.60",,,"","NATURAL","KG","M2","4.320000","TITAN-ZINC COILS 0.6X1000 MM NATURAL 20 M/COIL","KG","y","20","n",,"3.2000",
"4330","4745","18110065067000000000","BANDA TITAN-ZINC ELZINC NATURAL 0.65x670 MM 30 ML/RULOU","{70}",,"670","0.65",,,"","NATURAL","KG","M2","4.680000","TITAN-ZINC COILS 0.65X670 MM NATURAL 30 M/COIL","KG","y","30","n",,"3.2000",
"4340","4755","11011001000500101240","BANDA AL 1050 H24 1X1000 MM 150KG - ISORULO","{18}",,"1000","1.00",,,"EN AW 1050 H24","","KG","M2","2.710000","AL. COILS 1050 H24 1,0X1000 MM 150KG","KG","y",,"n",,,"100"
"4358","4773","12050400125025001320","TABLA ALUMINIU 5754 H22  4x1250x2500 MM","{19}","2500","1250","4.00",,,"EN AW 5754 H22","","KG","BUC","33.250000","AL. SHEETS 5754 H22 4,0X1250X2500 MM","KG","y",,"n",,,
"4359","4774","42101001000200000240","TABLA CUPRU CU-DHP R240 1/2 T 1X1000X2000 MM","{67}","2000","1000","1.00",,,"CU-DHP R240","","KG","BUC","17.880000","COPPER SHEETS CU-DHP R240 1.0X1000X2000 MM","KG","y",,"n",,,
"4360","4775","36000130006003000240","BARA HEXAG ALAMA 13X3000 MM CUZN39PB3 R500","{58}","3000",,,,"13","CUZN39PB3 R500","","KG","ML","1.238200","HEXAGONAL BRASS BARS 13 X 3000 MM CUZN39PB3","KG","y",,"n",,,
"4361","4776","36000130006003000241","BARA HEXAG ALAMA 13X3000 MM CUZN39PB3 R430","{58}","3000",,,,"13","CUZN39PB3 R430","","KG","ML","1.238200","BRASS HEXAG BARS 13X3000 MM CUZN39PB3 R430","KG","y",,"n",,,
"4362","4777","37000400503003000240","BARA LATA ALAMA 40X5X3000 MM CUZN39PB3","{60}","3000","40","5.00",,,"CUZN39PB3","","KG","ML","1.692000","BRASS FLAT BARS 40X5X4000 MM CUZN39PB3 F43","KG","y",,"n",,,
"4367","4782","42102001000200000440","TABLA CUPRU CU-ETP R240 1/2 T 2X1000X2000 MM","{67}","2000","1000","2.00",,,"CU-ETP R240","","KG","BUC","35.760000","COPPER SHEETS CU-ETP R240 2.0X1000X2000 MM","KG","y",,"n",,,
"4368","4783","1260820852F152030200","TABLA  ALUMINIU 6082 T651  85 MM","{27}",,,"85.00",,,"EN AW 6082 T651","","KG","BUC","1.000000","AL PLATES 6802 85X1520X3020 MM","KG","y",,"y","6082",,
"4370","4785","36000160000003000240","BARA  ALAMA  D16X3000 MM CUZN39PB3 R430","{56}","3000",,,"16",,"CUZN39PB3 R430","","KG","ML","1.700100","BRASS ROUND BARS D16X3000 MM CUZN39PB3 R430","KG","y",,"y",,,
"4372","4787","12010080100020001540","TABLA ALUMINIU  1050 H24  0.8x1000x2000 MM","{19}","2000","1000","0.80",,,"EN AW 1050 H24","","KG","BUC","4.320000","AL. SHEETS 1050 H24 0,8X1000X2000 MM","KG","y",,"n",,,
"4373","4788","21060060020600061500","CORNIER ALU  60X60X2X6000 MM 6060  T6","{29}","6000","60","2.00",,"60","EN AW 6060 T6","","KG","ML","0.637200","ALU L PROFILES 60X60X2X6000 MM 6060 T6","KG","y",,"n",,,
"4374","4789","21100100100600061500","CORNIER ALU 100X100X10X6000 MM 6060  T6","{29}","6000","100","10.00",,"100","EN AW 6060 T6","","KG","ML","5.130000","ALU L PROFILES 100X100X10X6000 MM 6060 T6","KG","y",,"n",,,
"4375","4790","32201001000200000KME","TABLA ALAMA CUZN37 R350 1X1000X2000 MM","{54}","2000","1000","1.00",,,"CUZN37 R350","","KG","BUC","16.940000","BRASS SHEETS CUZN37 R350 1X1000X2000 MM","KG","y",,"n",,,
"4376","4791","36000100006003000240","BARA HEXAG ALAMA 10X3000 MM CUZN39PB3 R430","{58}","3000",,,,"10","CUZN39PB3 R430","","KG","ML","0.732600","BRASS HEXAG BARS 10X3000 MM CUZN39PB3 R430 ","KG","y",,"n",,,
"4377","4792","12810060100020001540","TABLA AL STUCCO 1050 H24 0.6X1000X2000 MM","{21}","2000","1000","0.60",,,"EN AW 1050 H24","","KG","BUC","3.240000","AL. STUCCO SHEETS 1050 H24 0,6X1000X2000 MM","KG","y",,"n",,,
"4378","4793","23020020020600061500","PROFIL ALU U 20X20X20X2X6000 MM 6060  T6","{31}","6000","20","2.00",,"20","EN AW 6060 T6","","KG","ML","0.302400","ALU U PROFILES 20X20X20X2X6000 MM 6060 T6","KG","y",,"n",,,
"4379","4794","12010060100020001540","TABLA ALUMINIU 1050 H24 0.6x1000x2000 MM","{19}","2000","1000","0.60",,,"EN AW 1050 H24","","KG","BUC","3.240000","AL. SHEETS 1050 H24 0,6X1000X2000 MM","KG","y",,"n",,,
"4380","4795","12608200800152030200","TABLA  ALUMINIU 6082 T651 8 MM","{27}",,,"8.00",,,"EN AW 6082 T651","","KG","BUC","1.000000","AL. PLATES 6082 T651 8X1520X3020 MM 6082 2 SIDE PROT.FOILS","KG","y",,"y","6082",,
"4381","4796","12010300125025001540","TABLA ALUMINIU 1050 H24  3x1250x2500 MM","{19}","2500","1250","3.00",,,"EN AW 1050 H24","","KG","BUC","25.312500","AL. SHEETS 1050 H24 3,0X1250X2500 MM","KG","y",,"n",,,
"4383","4798","36000250000003000240","BARA ALAMA D25X3000MM CUZN39PB3 R430","{56}","3000",,,"25",,"CUZN39PB3 R430","","KG","ML","4.150700","BRASS ROUND BARS D25X3000 MM CUZN39PB3 R430","KG","y",,"y",,,
